tag,content
Drake,baby i like your style grips on your waist front way  back way you know that i don't play streets not safe but i never run away even when i'm away ot  ot  there's never much love when we go ot i pray to make it back in one piece i pray  i pray that's why i need a one dance got a hennessy in my hand one more time 'fore i go higher powers taking a hold on me i need a one dance got a hennessy in my hand one more time 'fore i go higher powers taking a hold on me baby  i like your style strength and guidance all that i'm wishin' for my friends nobody makes it from my ends i had to bust up the silence you know you gotta stick by me soon as you see the text  reply me i don't wanna spend time fighting we've got no time and that's why i need a one dance got a hennessy in my hand one more time 'fore i go higher powers taking a hold on me i need a one dance got a hennessy in my hand one more time 'fore i go higher powers taking a hold on me got a pretty girl and she love me long time wine it  wine it  and she love me long time ooh yeah  just steady and wine up back up  back up  back up and wine up back up  back up and wine it girl  just back up  back up  back up and wine down ooh yeah  just steady and wine up back  up  back up and wine it  girl ooh  tell me i need to know  where do you wanna go? 'cause if you're down  i'll take it slow make you lose control where  where  where where  where  where  where (ooh yeah  very long time) (back  up  back up and wine it  girl) cause if you're down (back up  back up and) 'cause if you're down (back up  back up and) 'cause if you're down (back up  back up and) i need a one dance got a hennessy in my hand one more time 'fore i go higher powers taking a hold on me i need a one dance got a hennessy in my hand one more time 'fore i go higher powers taking a hold on me
Drake,and they wishin' and wishin' and wishin' and wishin' they wishin' on me  yeah i been movin' calm  don't start no trouble with me tryna keep it peaceful is a struggle for me don't pull up at 6 am to cuddle with me you know how i like it when you lovin' on me i don't wanna die for them to miss me yes  i see the things that they wishin' on me hope i got some brothers that outlive me they gon' tell the story  shit was different with me god's plan  god's plan i hold back  sometimes i won't  yeah i feel good  sometimes i don't  ayy  don't i finessed down weston road  ayy  'nessed might go down a g-o-d  yeah  wait i go hard on southside g  yeah  way i make sure that north side eat and still bad things it's a lot of bad things that they wishin' and wishin' and wishin' and wishin' they wishin' on me bad things it's a lot of bad things that they wishin' and wishin' and wishin' and wishin' they wishin' on me yeah  ayy  ayy (ayy) she say  "do you love me?" i tell her  "only partly i only love my bed and my momma  i'm sorry" fifty dub  i even got it tatted on me 81  they'll bring the crashers to the party and you know me turn a o2 into the o3  dog without 40  oli'  there'd be no me 'magine if i never met the broskis god's plan  god's plan i can't do this on my own  ayy  no  ayy someone watchin' this shit close  yep  close i've been me since scarlett road  ayy  road  ayy might go down as g-o-d  yeah  wait i go hard on southside g  ayy  way i make sure that north side eat  yuh and still bad things it's a lot of bad things that they wishin' and wishin' and wishin' and wishin' they wishin' on me yeah  yeah bad things it's a lot of bad things that they wishin' and wishin' and wishin' and wishin' they wishin' on me yeah
Drake,hold on hold on fuck that fuck that shit hold on i got to start this motherfuckin' record over again wait a minute fuck that shit still on this motherfuckin' record i'ma play this motherfucka for y'all ayy  y'all get some more drinks goin' on i'll sound a whole lot better listen seeing you got ritualistic cleansin' my soul of addiction for now 'cause i'm fallin' apart yeah  tension between us just like picket fences you got issues that i won't mention for now 'cause we're fallin' apart passionate from miles away passive with the things you say passin' up on my old ways i can't blame you  no  no passionate from miles away passive with the things you say passin' up on my old ways i can't blame you  no  no listen harder buildin' trust from a distance i think we should rule out commitment for now 'cause we're fallin' apart leavin' you're just doing that to get even don't pick up the pieces  just leave it for now they keep fallin' apart passionate from miles away passive with the things you say passin' up on my old ways i can't blame you  no  no passionate from miles away passive with the things you say passin' up on my old ways i can't blame you  no  no um  trying to think of the right thing to say
Drake,look i just flipped the switch (flipped  flipped) i don't know nobody else that's doin' this bodies start to drop  ayy  hit the floor now they wanna know me since i hit the top  ayy this a rollie  not a stopwatch  shit don't ever stop this the flow that got the block hot  shit got super hot  ayy give me my respect  give me my respect i just took it left like i'm ambidex' bitch  i move through london with the euro-step got a sneaker deal and i ain't break a sweat catch me 'cause i'm goin' outta there  i'm gone how i go from 6 to 23 like i'm lebron? servin' up a pack  servin' up a pack niggas pullin' gimmicks 'cause they scared to rap  ayy funny how they shook  ayy  got these niggas shook pullin' back the curtain by myself  take a look  ayy i'm a bar spitta  i'm a hard hitta yeah i'm light skinned  but i'm still a dark nigga i'm a wig splitta  i'm a tall figure i'm a unforgivin' wild-ass dog nigga somethin' wrong with 'em  got 'em all bitter i'm a bill printer  i'm a grave digger yeah  i am what i am i don't have no time for no misunderstandings again my head is spinnin'  from smokin' the chicken  the bass is kickin' my head is spinnin'  from smokin' the chicken  the bass is kickin' my head is spinnin'  from smokin' the chicken  the bass is kickin' my head is spinnin' this a rollie  not a stopwatch  shit don't ever stop from smokin' the chicken  the bass is kickin' my head is spinnin'  from smokin' the chicken  the bass is kickin' my head is spinnin'  from smokin' the chicken  the bass is kickin' my head is spinnin'  from smokin' the chicken  the bass is kickin' my head is future took the business and ran it for me i let ollie take the owl  told him brand it for me i get two million a pop and that's standard for me like i went blind dog  you gotta hand it to me (gotta gimme that shit  dog) prayed  then i prayed again (amen  lord) had a moment but it came and went (they don't love you no more) you don't wanna play with him (nah  nah  nah) they'll be mournin' you like 8am (r.i.p.) pinky ring 'til i get a wedding ring (whoa  yeah) love my brothers  cut 'em in on anything (big slice) and you know it's king slime drizzy  damn (whoa  yeah) she just said i'm bae  i hit the thizzle dance (mac dre shit) either hand is the upper hand (oh yeah  shit) got a bubba on my other hand (oh yeah  shit  yeah) this shit ain't no hunnid bands (nah  nah  nah  nah) palace look like buckingham bills so big  i call 'em williams  for real reasons to go crazy  got a trillion for real they been tryin' me but i'm resilient for real i can't go in public like civilian for real and i hardly take offense money for revenge  man  that's hardly an expense al haymon checks off of all of my events i like all the profit  man  i hardly do percents (i don't do that shit) a big part of me resents niggas that i knew from when i started in this shit they see what i got and  man  it's hard to be content fuck what they got goin' on  i gotta represent (ayy) my head is spinnin'  from smokin' the chicken  the bass is kickin' my head is spinnin'  from smokin' the chicken  the bass is kickin' my head is spinnin'  from smokin' the chicken  the bass is kickin' my head is spinnin' this a rollie  not a stopwatch  shit don't ever stop from smokin' the chicken  the bass is kickin' my head is spinnin'  from smokin' the chicken  the bass is kickin' my head is spinnin'  from smokin' the chicken  the bass is kickin' my head is spinnin' this the flow that got the block hot  shit got super hot
Drake,you used to call me on my you used to  you used to yeah you used to call me on my cell phone late-night when you need my love call me on my cell phone late-night when you need my love and i know when that hotline bling that can only mean one thing i know when that hotline bling that can only mean one thing ever since i left the city  you got a reputation for yourself now everybody knows and i feel left out girl  you got me down  you got me stressed out 'cause ever since i left the city  you started wearing less and goin' out more glasses of champagne out on the dance floor hangin' with some girls i've never seen before you used to call me on my cell phone late-night when you need my love call me on my cell phone late-night when you need my love i know when that hotline bling that can only mean one thing i know when that hotline bling that can only mean one thing ever since i left the city  you  you  you you and me  we just don't get along you make me feel like i did you wrong going places where you don't belong ever since i left the city  you you got exactly what you asked for running out of pages in your passport hangin' with some girls i've never seen before you used to call me on my cell phone late-night when you need my love call me on my cell phone late-night when you need my love and i know when that hotline bling that can only mean one thing i know when that hotline bling that can only mean one thing these days  all i do is wonder if you're bendin' over backwards for someone else wonder if you're rolling up a backwoods for someone else doing things i taught you  gettin' nasty for someone else you don't need no one else you don't need nobody else  no why you never alone? why you always touching road? used to always stay at home be a good girl  you was in the zone yeah  you should just be yourself right now  you're someone else you used to call me on my cell phone late-night when you need my love call me on my cell phone late-night when you need my love and i know when that hotline bling that can only mean one thing i know when that hotline bling that can only mean one thing ever since i left the city
Drake,trap trapmoneybenny this shit got me in my feelings gotta be real with it  yup kiki  do you love me? are you riding? say you'll never ever leave from beside me 'cause i want ya  and i need ya and i'm down for you always kb  do you love me? are you riding? say you'll never ever leave from beside me 'cause i want ya  and i need ya and i'm down for you always look  the new me is really still the real me i swear you gotta feel me before they try and kill me they gotta make some choices  they runnin' out of options 'cause i've been going off and they don't know when it's stopping and when you get to topping i see that you've been learning and when i take you shopping you spend it like you earned it and when you popped off on your ex  he deserved it i thought you were the one from the jump that confirmed it trapmoneybenny i buy you champagne but you love some henny from the block  like you jenny i know you special  girl  'cause i know too many 'resha  do you love me? are you riding? say you'll never ever leave from beside me 'cause i want ya  and i need ya and i'm down for you always j.t.  do you love me? are you riding? say you'll never ever leave from beside me 'cause i want ya  and i need ya and i'm down for you always two bad bitches and we kissin' in the wraith kissin'-kissin' in the wraith  kiss-kissin' in the wraith i need that black card and the code to the safe code to the safe  code-code to the safe-safe i show him how that neck work fuck that netflix and chill what's your net-net-net worth? 'cause i want ya  and i need ya and i'm down for you always (yea  yea  yea  yea  he bad) and i'm down for you always (yea  yea  yea  guess who's back) and i'm down for you always d-down for you al- (black biggy biggy black biggy black blake) d-d-down for you always (i got a new boy  and that nigga trade!) kiki  do you love me? are you riding? say you'll never ever leave from beside me 'cause i want you  and i need ya and i'm down for you always kb  do you love me? are you riding? say you'll never ever leave from beside me 'cause i want ya  and i skate and smoke and ride now let me see you bring that ass  bring that ass  bring that ass back bring that ass  bring that ass  bring that ass back now let me see you shawty say the nigga that she with can't hit but shawty  i'ma hit it  hit it like i can't miss now let me see you walk that ass  you're the only one i love (walk that ass  walk-walk that ass) now let me see you now let me see you (w-w-walk that ass  you're the only one i love) now let me see you  now let me see you now let me see you (bring that ass back) trap  trapmoneybenny this shit got me in my feelings gotta be real with it  yup (now let me see you) blaqnmild  you a genius  you diggin' me? what are y'all talking about? you don't know that? i don't even carei need a photo with drake because my instagram's weak as fuck i'm just being real  my shit look
Drake,i wanna know who mothafuckin' representin' in here tonight hold on  hold on i keep lettin' you back in (you back in) how can i  explain myself? care for me  care for me  you said you'd care for me there for me  there for me  said you'd be there for me (lil weezyana shit) cry for me  cry for me  you said you'd die for me (murda on the beat) give to me  give to me  why won't you live for me? care for me  care for me  i know you care for me (a song for y'all to cut up to  you know?) there for me  there for me  said you'd be there for me (yeah) cry for me  cry for me  you said you'd die for me give to me  give to me  why won't you live for me? everybody get your mothafuckin' roll on i know shorty and she doesn't want no slow song had a man last year  life goes on haven't let that thing loose  girl  in so long you've been inside  know you like to lay low i've been peepin' what you bringin' to the table workin' hard  girl  everything paid for first-last  phone bill  car note  cable with your phone out  gotta hit them angles with your phone out  snappin' like you fabo and you showin' off  but it's alright and you showin' off  but it's alright (alright!) it's a short life  yeah care for me  care for me  you said you'd care for me there for me  there for me  said you'd be there for me cry for me  cry for me  you said you'd die for me give to me  give to me  why won't you live for me? that's a real one in your reflection without a follow  without a mention you really pipin' up on these niggas you gotta be nice for what to these niggas? i understand  you got a hunnid bands you got a baby benz  you got some bad friends high school pics  you was even bad then you ain't stressin' off no lover in the past tense you already had them work at 8 a.m.  finish 'round five hoes talk down  you don't see 'em outside yeah  they don't really be the same offline you know dark days  you know hard times doin' overtime for the last month saturday  call the girls  get 'em gassed up gotta hit the club  gotta make that ass jump gotta hit the club like you hit them mothafuckin' angles with your phone out  snappin' like you fabo and you showin' off  but it's alright and you showin' off  but it's alright (alright!) it's a short life uh-huh! (oh yeah!) these hoes! (they mad!) your boy! (i had!) i made! (watch the breakdown) care for me  care for me  you said you'd care for me there for me  there for me  said you'd be there for me cry for me  cry for me  you said you'd die for me give to me  give to me  why won't you live for me? gotta make that jump  gotta make that  gotta  gotta make that gotta make that jump  gotta make that  gotta  gotta make that gotta  gotta  gotta g-g-gotta  g-g-gotta  gotta gotta  g-g-gotta  gotta  gotta make that jump  jump (let's go) bend it over  lift it up  bend it over  lift it up (make that jump  jump) bend it over  lift it up  bend it over  lift it up (make that jump  jump) bend it over  over  over  over  over  lift it up (make that jump  jump) bend it over  lift it up (make that jump  jump) bend it over  lift it up (make that jump  jump) that's a real one in your reflection without a follow  without a mention you really pipin' up on these niggas you gotta be nice for what to these niggas? i understand care for me  care for me  you said you'd care for me there for me  there for me  said you'd be there for me give to me  give to me  why won't you live for me? cry for me  cry for me  you said you'd cry for me gotta hit the club like you hit them  hit them  hit them angles it's a short life  yeah cry for me  cry for me  you said you'd die for me give to me  give to me  why won't you live for me?
Drake,look I just flipped the switch (flipped flipped) i don't know nobody else that's doin' this bodies start to drop ayy hit the floor now they wanna know me since i hit the top ayy this a rollie not a stopwatch shit don't ever stop this the flow that got the block hot shit got super hot ayy give me my respect give me my respect i just took it left like i'm ambidex' bitch i move through london with the euro-step got a sneaker deal and i ain't break a sweat catch me 'cause i'm goin' outta there i'm gone how i go from 6 to 23 like i'm lebron? servin' up a pack servin' up a pack niggas pullin' gimmicks 'cause they scared to rap ayy funny how they shook ayy got these niggas shook pullin' back the curtain by myself take a look ayy i'm a bar spitta i'm a hard hitta yeah i'm light skinned but i'm still a dark nigga i'm a wig splitta i'm a tall figure i'm a unforgivin' wild-ass dog nigga somethin' wrong with 'em got 'em all bitter i'm a bill printer i'm a grave digger yeah i am what i am i don't have no time for no misunderstandings again my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' this a rollie not a stopwatch shit don't ever stop from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is future took the business and ran it for me i let ollie take the owl told him brand it for me i get two million a pop and that's standard for me like i went blind dog you gotta hand it to me (gotta gimme that shit dog) prayed then i prayed again (amen lord) had a moment but it came and went (they don't love you no more) you don't wanna play with him (nah nah nah) they'll be mournin' you like 8am (r.i.p.) pinky ring 'til i get a wedding ring (whoa yeah) love my brothers cut 'em in on anything (big slice) and you know it's king slime drizzy damn (whoa yeah) she just said i'm bae i hit the thizzle dance (mac dre shit) either hand is the upper hand (oh yeah shit) got a bubba on my other hand (oh yeah shit yeah) this shit ain't no hunnid bands (nah nah nah nah) palace look like buckingham bills so big i call 'em williams for real reasons to go crazy got a trillion for real they been tryin' me but i'm resilient for real i can't go in public like civilian for real and i hardly take offense money for revenge man that's hardly an expense al haymon checks off of all of my events i like all the profit man i hardly do percents (i don't do that shit) a big part of me resents niggas that i knew from when i started in this shit they see what i got and man it's hard to be content fuck what they got goin' on i gotta represent (ayy) my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' this a rollie not a stopwatch shit don't ever stop from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' this the flow that got the block hot shit got super hot
Drake,black leather gloves no sequins buckles on the jacket it's alyx shit nike crossbody got a piece in it got a dance but it's really on some street shit i'ma show you how to get it it go right foot up left foot slide left foot up right foot slide basically i'm saying either way we 'bout to slide ayy can't let this one slide ayy don't you wanna dance with me? no? i could dance like michael jackson i could give you thug passion it's a thriller in the trap where we from baby don't you want to dance with me? no? i could dance like michael jackson i could give you satisfaction and you know we out here everyday with it i'ma show you how to get it it go right foot up left foot slide left foot up right foot slide basically i'm saying either way we 'bout to slide ayy can't let this one slide ayy (who's bad?) two thousand shorties wanna tie the knot ayy yeah two hundred shooters on my brother's block whoa yeah petal off a rose like i love her not maybe not i don't know what's wrong with me i can't stop whoa yeah won't stop whoa yeah never stop got so many opps i be mistakin' opps for other opps got so many people that i love out of troubled spots other than the family i got it's either you or me that's just how i think it's either you or me this life got too deep for you baby two or three of us about to creep where they stayin' black leather gloves no sequins buckles on the jacket it's alyx shit nike crossbody got a piece in it got a dance but it's really on some street shit i'ma show you how to get it it go right foot up left foot slide left foot up right foot slide basically i'm sayin' either way we 'bout to slide ayy can't let this one slide ayy (who's bad?) toosie slide then i hit it double time then i hit a spin 'cause we spun their block a couple times if it's not the right time there'll always be another time i'm not even trippin' we'll just see 'em in the summertime whoa yeah can't describe the pressure i be puttin' on myself yeah really i just can't afford to lose nobody else yeah if they movin' shaky we'll just do this shit ourselves whoa if i'm movin' shaky chubbs'll do this shit himself yeah solo niggas on they yolo for real heard a lot about you but we don't know for real next time guarantee the truth'll get revealed black leather gloves no sequins yeah buckles on the jacket it's alyx shit nike crossbody got a piece in it got a dance but it's really on some street shit i'ma show you how it go right foot up left foot slide left foot up right foot slide basically i'm saying either way we 'bout to slide ayy can't let this one slide ayy don't you wanna dance with me? no? i could dance like michael jackson (jackson) i could give you thug passion (passion) it's a thriller in the trap where we from (where we from) baby don't you want to dance with me? no? i could dance like michael jackson (jackson) i could give you satisfaction ('faction) and you know we out here everyday with it i'ma show you how to get it it go right foot up left foot slide left foot up right foot slide basically i'm sayin' either way we 'bout to slide (who's bad?)
Drake,oh yeah yeah yeah oh yeah yeah yeah yeah look i don't know how to talk to you i don't know how to ask you if you're okay my friends always feel the need to tell me things seems like they're just happier than us these days yeah these days i don't know how to talk to you i don't know how to be there when you need me it feels like the only time you see me is when you turn your head to the side and look at me differently yeah and last night i think i lost my patience last night i got high as the expectations last night i came to a realization and i hope you can take it i hope you can take it i'm too good to you i'm way too good to you you take my love for granted i just don't understand it no i'm too good to you i'm way too good to you you take my love for granted i just don't understand it i don't know how to talk to you i just know i found myself getting lost with you lately you just make me work too hard for you got me on flights overseas and i still can't get across to you and last night i think i lost my patience last night i got high as the expectations last night i came to a realization and i hope you can take it i hope you can take it i'm too good to you i'm way too good to you you take my love for granted i just don't understand it no i'm too good to you i'm way too good to you you take my love for granted i just don't understand it years go by too fast i can't keep track how long did we last? i feel bad for asking it can't end like this we gotta take time with this cock up yuh bumper sit down pon it let me see if this is something i can fix you got somebody other than me don't play the victim when you're with me free time is costing me more than it seems sacrificing things and i wanna tell you my intentions i wanna do the things that i mention i wanna benefit from the friendship i wanna get the late night message from you from you i put my hands around you gotta get a handle on you gotta get a handle on the fact that i'm too good to you i'm way too good to you you take my love for granted i just don't understand it no i'm too good to you i'm way too good to you you take my love for granted i just don't understand it gyal a you mi waan pay fi yuh visa meck yo fly out regular baby cock up yuh bumper sit down pon it gyal yo pum pum good and yuh fit mi wi give you everything weh deh in my wallet and in my pocket cock up yuh bumper sit down pon it gyal yo pum pum good and yuh fit mi wi give you everything weh deh in my wallet and in my pocket
Bad Bunny,yeah-yeah-yeah-yeah-yeah-yeah ey en la guagua se quedó el olor de tu perfume tú ere' una bellaca yo soy un bellaco eso e' lo que no' une ella sabe que está buenota y no la presumen si yo fuera tu gato subiera una foto los vierne' y los lune' (so) pa' que to' el mundo vea lo rica que tú está' que tú está' contigo tengo que apretar y en la calle ando suelto pero por ti me quito si tú me lo pides yo me porto bonito y subo un selfie pa' que vean lo rica que tú está' que tú está' las otras tienen que apretar en la calle ando suelto pero por ti me quito si tú me lo pide' yo me porto bonito ey ey tú no ere' bebecita tú ere' bebesota frikitona ma' se te nota le gustan los trío' cuando está en la nota si el novio no sirve de una lo bota y waoh mami dime dónde dejo el resume sé que te dejaste hace un me' y de una de pecho me zumbé si quiere' te hago un bebé o te traigo la' plan b uff mami qué rica tú te ve' pa' los 2000 escuchaba rbd y ahora quiere perreo toa' la noche en la pared thc no cbd mami tú ere' élite no te me limite' déjame hacerte lo que amerite y te levite dale pa'l escondite no te me arisque' que aquí no van a poder llegar lo' satélite' mami sube algo dame contenido ese culo súbelo má' seguido me paso jangueando a ver si coincido ey y por fin doy contigo mai nuestra' bellaquera' nunca la' olvido ninguna como tú a mí me ha complacido tú cree' que a toda' siempre les digo lo mismo quiere chingar pero no quiere na' fijo ey pero en confianza me confiesa dice que nadie le interesa pero cuando sale se pone traviesa (ey) pa' que to' el mundo vea lo rica que tú está' que tú está' ey contigo tengo que apretar y en la calle ando suelto pero por ti me quito si tú me lo pide' yo me porto bonito
Bad Bunny,baby ya yo me enteré se nota cuando me ve' ahí donde no has llegao' sabes que yo te llevaré y dime qué quieres beber es que tú eres mi bebé ¿y de nosotros quién va a hablar? si no nos dejamos ver y a veces es dolce a veces bulgari cuando te lo quito después de los parties las copas de vino las libras de mari tú estás bien suelta yo de safari tú mueve' el culo fenomenal pa' yo devorarte como animal si no te has vení'o yo te vo' a esperar en mi cama y lo vo' a celebrar baby a ti no me opongo y siempre te lo pongo y si tú me tiras vamo' a nadar en lo hondo si es por mí te lo pongo de septiembre hasta agosto a mí sin cojone' lo que digan tus amigas ya yo me enteré se nota cuando me ve' ahí donde no has llegao' sabes que yo te llevaré y dime qué quieres beber es que tú eres mi bebé ¿y de nosotros quién va a hablar? si no nos dejamos ver (¿me sigues?) mami me tienes juqueao' sí si fueras la uru me tuvieses parqueao' dando vueltas por condado contigo siempre arrebatao' tú no eres mi señora pero toma cinco mil gástalo en sephora louis vuitton ya no compra en pandora como piercing a los hombres perfora eh-eh-eh hace tiempo le rompieron el cora (el cora) estudiosa puesta pa' ser doctora (doctora) pero (pero) le gustan los títeres wheeleando motoras (motoras) yo estoy pa' ti las veinticuatro hora' baby a ti no me opongo y siempre te lo pongo (-pre te lo pongo) y si tú me tiras vamo' a nadar en lo hondo (nadar en lo hondo) si es por mí te lo pongo de septiembre hasta agosto y a mí sin cojone' lo que digan tus amigas ya yo me enteré se nota cuando me ve' ahí donde no has llegao' sabes que yo te llevaré y dime qué quieres beber es que tú eres mi bebé ¿y de nosotros quién va a hablar? si no nos dejamos ver y a veces es dolce a veces bulgari cuando te lo quito después de los parties las copas de vino las libras de mari tú estás bien suelta yo de safari tú mueve' el culo fenomenal pa' yo devorarte como animal si no te has vení'o yo te vo' a esperar en mi cama y lo vo' a celebrar
Bad Bunny,ey tití me preguntó si tengo muchas novia' muchas novia' hoy tengo a una mañana otra ey pero no hay boda tití me preguntó si tengo muchas novia' je muchas novia' hoy tengo a una mañana otra me la' vo'a llevar a to'a pa' un vip un vip ey saluden a tití vamo' a tirarno' un selfie say "cheese" ey que sonrían las que ya les metí en un vip un vip ey saluden a tití vamo' a tirarno' un selfie say "cheese" que sonrían las que ya se olvidaron de mí me gustan mucho las gabriela las patricia las nicolle las sofía mi primera novia en kinder maría y mi primer amor se llamaba thalía tengo una colombiana que me escribe to' los día' y una mexicana que ni yo sabía otra en san antonio que me quiere todavía y las de pr que todita' son mía' una dominicana que es uva bombón uva uva bombón la de barcelona que vino en avión y dice que mi bicho está cabrón yo dejo que jueguen con mi corazón quisiera mudarme con todas pa' una mansión el día que me case te envío la invitación muchacho deja eso ey tití me preguntó si tengo muchas novia' muchas novia' hoy tengo a una mañana otra ey pero no hay boda tití me preguntó si tengo muchas novia' ey ey muchas novia' hoy tengo a una mañana otra (mañana otra) (rrra) tití me preguntó-tó-tó-tó-tó-tó-tó tití me preguntó-tó-tó-tó-tó-tó-tó (qué pámpara) tití me preguntó-tó-tó-tó-tó-tó-tó tití me preguntó-tó-tó-tó (pero ven acá muchacho ¿y para qué tú quiere' tanta' novia'?) me la' vo'a llevar a to'a pa' un vip un vip ey saluden a tití vamo' a tirarno' un selfie say "cheese" ey que sonrían las que ya les metí en un vip un vip ey saluden a tití vamo' a tirarno' un selfie say "cheese" que sonrían las que ya se olvidaron de mí oye muchacho 'el diablo azaroso suelta ese mal vivir que tú tiene' en la calle búscate una mujer seria pa' ti muchacho 'el diablo coño yo quisiera enamorarme pero no puedo pero no puedo eh eh yo quisiera enamorarme pero no puedo pero no puedo sorry yo no confío yo no confío nah ni en mí mismo confío si quieres quedarte hoy que hace frío y mañana te va' nah muchas quieren mi baby gravy quieren tener mi primogénito ey y llevarse el crédito ya me aburrí hoy quiero un totito inédito je uno nuevo uno nuevo uno nuevo uno nuevo (ey) hazle caso a tu amiga ella tiene razón yo vo'a romperte el corazón vo'a romperte el corazón ey no te enamores de mí no te enamores de mí sorry yo soy así ey no sé por qué soy así hazle caso a tu amiga ella tiene razón yo vo'a romperte el corazón vo'a romperte el corazón no te enamores de mí no te enamores de mí sorry yo soy así ya no quiero ser así no
Bad Bunny,se acostó temprano mañana hay que estudiar eh pero llamó a la amiga diciendo pa janguear eh tiene un culito ahí que le acabo de textear eh pero en bajita ella no es de frontear ella es callaíta pero pa'l sexo es atrevida yo sé marihuana y bebida gozándose la vida como es ella es callaíta pero pa'l sexo es atrevida yo sé marihuana y bebida gozándose la vida como es ella no era así ella no era así no sé quién la daño ella no era así ella no era así no sé quién la daño pero ahora enrola y lo prende el panita del que vende ey nena mala de repente no sé si me miente pero sé que tiene más de 20 los shots de tequila ni los siente ahora ve la vida diferente\ buena pero le gustan delincuentes la baby llega y se siente la presión ella ni trata y llama la atención ey el perreo es su profesión siempre puesta pa la misión la baby llega y se siente la presión ella ni trata y llama la atención ey el perreo es su profesión siempre puesta pa la misión ella es callaíta pero pa'l sexo es atrevida yo sé marihuana y bebida gozándose la vida como es ella es callaíta pero pa'l sexo es atrevida yo sé marihuana y bebida gozándose la vida como es se dejó hace poco y tiene vida nueva anda con una amiga que es como su jeva que le trajo 512 pa que se las beba ella es callaíta no es que no se atreva si hay sol hay playa si hay playa hay alcohol si hay alcohol hay sexo si es contigo mejor si hay sol hay playa si hay playa hay alcohol si hay alcohol hay sexo si es contigo mejor quítate la ropa que hace calor días de playa noches de terror en la gaveta dejo el temor pa las envidiosas paz y amor yeah yeah yeah yeah yeah tainy tainy ey bad bunny baby bebe ella es callaíta pero pa'l sexo es atrevida yo sé marihuana y bebida gozándose la vida como es ella es callaíta pero pa'l sexo es atrevida yo sé marihuana y bebida gozándose la vida como es ella no era así ella no era así no sé quién la dañó ella no era así ella no era así no sé quién la dañó pero (alócate y hazte mía (que la noche lo pidió el destino lo decidió) (ya sé que sentías lo mismo que yo y todavía) (nos queda un ratito para formar el escándalo) (a menos que no te decidas)
Bad Bunny,si yo no te escribo tú no me escribe' ey si tú quieres te busco yo sé dónde tú vive' quizá hoy está aborreci'a pero por dentro tú tiene' alegría si quieres te la saco dos trago' y sabes que me pongo bellaco no somo' na' pero estamo' envuelto' hace rato whatsapp sin el retrato no guarda mi contacto (ey ey ey ey) pero se la saco dos trago' y sabes que me pongo bellaco no somo' na' pero estamo' envuelto' hace rato oh-oh whatsapp sin el retrato no guarda mi contacto-to todo e' underwater baby vamo' pa'l cuarto quarter en la uru' comiéndono' el pâté te vo'a dar duro pa' que no me compare' ey cuidao' con ese mahón que se va a romper (ey) ese booty lo va a romper (ey) yo no sé si yo te vuelvo a ver si mañana me vo'a perder tú ere' una player me hiciste un crossover esta ve' metiste me diste game over eh eh porque no puedo olvidar el perreo aquel que se fue viral dime si mañana te va' a quedar después de la alarma te lo voy a dar ey hoy tú no va' a trabajar je no si quieres te la saco dos trago' y sabes que me pongo bellaco no somo' na' pero estamo' envuelto' hace rato whatsapp sin el retrato no guarda mi contacto pero se la saco dos trago' y sabes que me pongo bellaco no somo' na' pero estamo' envuelto' hace rato whatsapp sin el retrato no guarda mi contacto me gustan así piquetúa mami qué rica te ve' 'esnu'a quizás no sentiste lo que yo sentí pero aún te debo una noche en la suite pa' darte tabla dale mami habla tú ere' una diablona no te haga' pa' darte tabla dale mami habla tú ere' una diablona no te haga' no no no no (no no no no) no no no no (no no no no) no no no no (no no no no) ey yo no sé tú pero yo quisiera amanecer 'esnu' en una playa por balí si no cancún pide otro moscow mule (ey) que ando en nota nota ven y choca conmigo que se joda baby tú 'tás grandota pero hoy ando en nota nota ven y choca conmigo que se joda eh que se joda ey mami tú quieres perreo tú quieres perreo tú quieres bellaqueo tú quieres bellaqueo mami tú quieres perreo tú quieres perreo tú quieres bellaqueo
